pathway,pval,padj,log2err,ES,NES,size,leadingEdge
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.001187332447662635,0.016501001352557356,0.45505986738722953,0.44519391380480094,1.398080343281534,133,
GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS,6.090664593293931e-4,0.012078037213953051,0.47727081536286214,0.5481501462199214,1.6052801023708565,49,
GOBP_LYMPHOCYTE_COSTIMULATION,0.00279615860056455,0.025420305132746353,0.4317076958033464,0.5908879720028999,1.6578580501793656,30,
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY,1.5757555549514272e-4,0.005065671997531366,0.5188480777437918,0.42454550387294415,1.3700747997511176,229,
GOBP_LYTIC_VACUOLE_ORGANIZATION,6.365426351452923e-4,0.012195006077840036,0.47727081536286214,0.5222100549056672,1.5557644673779072,60,
GOBP_L_AMINO_ACID_TRANSPORT,0.007488302255551558,0.047111007325742735,0.40701791892395395,0.5108938680969488,1.4739082788945381,40,
GOBP_MACROPHAGE_DIFFERENTIATION,0.00517850098573431,0.036891379921481185,0.40701791892395395,0.557561374186818,1.5697734503004908,32,
GOBP_MAINTENANCE_OF_LOCATION,1.8849509954810342e-5,0.0018018226276310416,0.5756102610711286,0.4420801847903441,1.424374816824907,220,
GOBP_MAINTENANCE_OF_LOCATION_IN_CELL,2.164198217165279e-5,0.0019312621458967005,0.5756102610711286,0.47849547916426266,1.5077670541187915,140,
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION,0.004573269797937039,0.03400219879110906,0.40701791892395395,0.4655058603441907,1.408498620193854,73,
GOBP_MAMMARY_GLAND_DEVELOPMENT,0.005242514989499094,0.037036184019565474,0.40701791892395395,0.455312948882064,1.3950448443991137,87,
GOBP_MAPK_CASCADE,0.001058477400631404,0.015569188939617682,0.45505986738722953,0.3693601689063031,1.2202759636965097,492,
GOBP_MAST_CELL_ACTIVATION,0.0021665705160598767,0.02274563659430044,0.4317076958033464,0.5442230132373373,1.5849731823813797,45,
GOBP_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.001096388386699227,0.01575361448854694,0.45505986738722953,0.571150107472348,1.6424931753533,38,
GOBP_MATERNAL_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY,0.001794794754429935,0.020492084216403732,0.45505986738722953,0.5706344513337119,1.6227575487225596,34,
GOBP_MEMBRANE_LIPID_CATABOLIC_PROCESS,0.002575549331132414,0.02446411143380957,0.4317076958033464,0.6438526503334567,1.7246696303588909,20,
GOBP_METAL_ION_HOMEOSTASIS,0.001150516686858116,0.016055152613727867,0.45505986738722953,0.388681265443907,1.2728645091335355,363,
GOBP_METAL_ION_TRANSPORT,0.00079224128926435905,0.013499950813544931,0.47727081536286214,0.3808250946197458,1.2519001114109904,422,
GOBP_METANEPHRIC_NEPHRON_DEVELOPMENT,0.0046094250240810535,0.03412786082239924,0.40701791892395395,0.6462121871263461,1.682140110184098,17,
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION,0.002460386497016639,0.023974628193630523,0.4317076958033464,0.36920842400739945,1.2157583358468347,435,
GOBP_MONONUCLEAR_CELL_DIFFERENTIATION,5.724315952249538e-4,0.011623446343759392,0.47727081536286214,0.40039353379087306,1.2993353421295268,277,
GOBP_MONONUCLEAR_CELL_MIGRATION,0.0010216617399635103,0.015194977895685365,0.45505986738722953,0.44946156918830743,1.4033811252311938,122,
GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS,0.002349393758282106,0.023730947179785952,0.4317076958033464,0.4990107585354541,1.4889531368140463,62,
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM,1.0767818076746406e-5,0.0014043719653171948,0.5933254763964051,0.4195197227973525,1.3698766889209728,332,
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,6.91495045822583e-4,0.012497628267015757,0.47727081536286214,0.4577832582858016,1.427953816837108,120,
GOBP_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS,2.2786002954998898e-4,0.006438944668366772,0.5188480777437918,0.4090341314535618,1.3320328653584141,302,
GOBP_MULTICELLULAR_ORGANISMAL_SIGNALING,0.002534381709455972,0.02430136289588126,0.4317076958033464,0.472548567252583,1.4417915334052176,81,
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS,0.00345932430766559,0.02875139393944611,0.4317076958033464,0.4449065272927903,1.3810626436997968,109,
GOBP_MUSCLE_TISSUE_DEVELOPMENT,0.0015738990107294422,0.019118338952651453,0.45505986738722953,0.40470690103318085,1.305722380601724,230,
GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,2.6999575534907964e-6,5.722222539929556e-4,0.6272567397185284,0.5790832757686639,1.7352798237070175,66,
GOBP_MYELOID_CELL_DIFFERENTIATION,4.900033517362535e-4,0.010516464340111619,0.47727081536286214,0.40447331120630625,1.3120728536103792,276,
GOBP_MYELOID_LEUKOCYTE_ACTIVATION,1.2296133659762495e-5,0.0014891496157233793,0.5933254763964051,0.47476215240765657,1.5014515009982303,152,
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION,1.285188532828033e-5,0.0015027842464896068,0.5933254763964051,0.4812321762019025,1.5182902032323629,143,
GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,3.11501758481462e-5,0.002389632065620531,0.557332238758646,0.5394783348841823,1.6323199234205543,73,
GOBP_MYELOID_LEUKOCYTE_MIGRATION,6.147995837681566e-5,0.003111619982922118,0.5384340963099162,0.47766033051900947,1.4949639192087165,127,
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,0.005986122444248269,0.03995854568591709,0.40701791892395395,0.5029180820672077,1.4748370999779559,50,
GOBP_NECROTIC_CELL_DEATH,2.99077490833922e-4,0.007568446055356936,0.49849310876659025,0.573717053714965,1.659666400594389,42,
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,4.3062918141306667e-4,0.009670619564051054,0.49849310876659025,0.43450247226554656,1.3816158571811563,166,
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,0.0026453745990979802,0.02471202552490703,0.4317076958033464,0.4325100799655289,1.3627470761818572,139,
GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION,1.1224212469540662e-4,0.0043748625843922275,0.5384340963099162,0.4334582573224004,1.3896086350321695,198,
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION,0.002423388906293848,0.023774362696600233,0.4317076958033464,0.4414352956067843,1.3783202042928517,122,
GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION,0.0017395707922196308,0.020340981229023336,0.45505986738722953,0.37015968228841056,1.221112447644587,477,
GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,0.0018684267270057174,0.021119450104254624,0.45505986738722953,0.5233068262667833,1.5300411731716002,47,
GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,0.002201403611724998,0.0230399989116033,0.4317076958033464,0.506903398799918,1.507815132770469,59,
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,0.007547701600333406,0.04722187477256565,0.40701791892395395,0.4038636316030236,1.2876880169983158,177,
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.0079960656744232,0.049299379458125576,0.3807304007227924,0.46068363596950856,1.386989889013809,69,
GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS,0.0023863913265429106,0.023730947179785952,0.4317076958033464,0.4912739168298167,1.472150468612155,66,
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE,1.5984279083923806e-4,0.005065671997531366,0.5188480777437918,0.4649270439798162,1.4627826331583866,137,
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,2.108348725701008e-5,0.0019312621458967005,0.5756102610711286,0.4295362750400877,1.3938374841354977,278,
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,3.850604062416447e-4,0.009195350968770543,0.49849310876659025,0.3926761016551249,1.2872601422995498,384,
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.005019433068454847,0.0362146756066604,0.40701791892395395,0.46064412661870396,1.4045632318596755,80,
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,0.004498909339188001,0.03363669024395528,0.40701791892395395,0.4554653875827305,1.3913374498681896,84,
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,0.004424548908422876,0.033267506315880206,0.40701791892395395,0.4939333507551908,1.4728025061848868,61,
GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,0.006283565787904112,0.04153522726468391,0.40701791892395395,0.5451795171748983,1.5503693736624917,34,
GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,0.002867360597654888,0.025859627092148205,0.4317076958033464,0.4549732682394783,1.403254273540347,94,
GOBP_NEGATIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION,0.0066676015238191794,0.0432310454441125,0.40701791892395395,0.6078867643556299,1.638720452745032,21,
GOBP_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY,0.00479635132907389,0.03497726313309583,0.40701791892395395,0.434629883715107,1.3570970066330141,123,
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS,1.6891173739061672e-4,0.005303515754551679,0.5188480777437918,0.43148118517903955,1.3824080848652958,196,
GOBP_NEGATIVE_REGULATION_OF_TRANSPORT,0.005168154330418158,0.036891379921481185,0.40701791892395395,0.3789735068731147,1.228432587796348,271,
GOBP_NEPHRON_MORPHOGENESIS,0.001464914715119915,0.018466638657887106,0.45505986738722953,0.5634653635069691,1.6187193681693666,37,
GOBP_NERVOUS_SYSTEM_PROCESS,1.3943769530984186e-4,0.004728332247956737,0.5188480777437918,0.38608367688521633,1.273207938619014,476,
GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION,0.004721990794099399,0.03458373819177335,0.40701791892395395,0.46909726535239177,1.4222234519876242,75,
GOBP_NEURAL_TUBE_DEVELOPMENT,7.647650242599387e-4,0.01325770421167452,0.47727081536286214,0.45882475660535627,1.4305986860231836,115,
GOBP_NEUROMUSCULAR_PROCESS,5.083207103972554e-4,0.010640219314549957,0.47727081536286214,0.5042386628312476,1.5346729499600908,78,
GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE,0.0015786301700803323,0.019118338952651453,0.45505986738722953,0.6102961232369291,1.6900529132705207,26,
GOBP_NEURONAL_ACTION_POTENTIAL,0.002307558732508027,0.023618480485527733,0.4317076958033464,0.6894467420721352,1.7652100991838005,15,
GOBP_NEURON_APOPTOTIC_PROCESS,4.215154222663496e-4,0.009593012059766386,0.49849310876659025,0.43821242543616085,1.3920550357922465,162,
GOBP_NEURON_DEATH,4.574271922594183e-5,0.0027903324464784132,0.557332238758646,0.4300048821722671,1.3900183747033856,250,
GOBP_NEURON_PROJECTION_ORGANIZATION,0.0017763867653013783,0.020492084216403732,0.45505986738722953,0.502141222650095,1.5027249254726696,64,
GOBP_NEUROTRANSMITTER_SECRETION,0.0023863913265429106,0.023730947179785952,0.4317076958033464,0.48043122198898347,1.4565860887432711,75,
GOBP_NEUROTRANSMITTER_TRANSPORT,0.00316334229343525,0.027225618571164806,0.4317076958033464,0.44472182263413823,1.37796183260496,104,
GOBP_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS,0.0015370830842954058,0.01888495919871638,0.45505986738722953,0.5741346892453948,1.6327114473703412,34,
GOBP_NEUTROPHIL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,8.049130768899859e-5,0.003699438881383092,0.5384340963099162,0.7244737717897778,1.9004984049272784,18,
GOBP_NEUTROPHIL_MEDIATED_IMMUNITY,0.0012340104527516088,0.016989950970561638,0.45505986738722953,0.6236692387579298,1.7108401935957571,24,
GOBP_NEUTROPHIL_MIGRATION,0.0036813109811171326,0.030007994079250474,0.4317076958033464,0.4920931207415844,1.4610636118607028,58,
GOBP_NIK_NF_KAPPAB_SIGNALING,0.0017211628083771359,0.02026549681669051,0.45505986738722953,0.4607496791930308,1.4240832055797579,97,
GOBP_NOTCH_SIGNALING_PATHWAY,0.006655370196463921,0.0432310454441125,0.40701791892395395,0.42927360082658894,1.3384592710963357,115,
GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,0.007697156202215228,0.04793973896952945,0.40701791892395395,0.4739584612482418,1.4224067944627699,67,
GOBP_ORGANELLE_LOCALIZATION,0.006432287522913684,0.042231525874643135,0.40701791892395395,0.3646290265853703,1.1968033195573657,402,
GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT,0.00412710749544871,0.03173474266908521,0.40701791892395395,0.4532347751832607,1.396065673507529,92,
GOBP_ORGANIC_ACID_TRANSPORT,4.716860130335314e-4,0.010253123526901954,0.49849310876659025,0.436528468880315,1.3898361313096714,171,
GOBP_OSTEOCLAST_DIFFERENTIATION,0.0010768852432872765,0.015672608841146587,0.45505986738722953,0.5129560300680608,1.53508968649626,64,
GOBP_PANCREAS_DEVELOPMENT,0.0032067471167570153,0.027390628395272138,0.4317076958033464,0.5355224635857254,1.54309026090659,39,
GOBP_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,5.083207103972554e-4,0.010640219314549957,0.47727081536286214,0.44632306059198934,1.4053281143074796,138,
GOBP_PEPTIDE_CROSS_LINKING,0.001312142743253289,0.01751762221406261,0.45505986738722953,0.7016687500054153,1.8093532553499805,16,
GOBP_PEPTIDYL_SERINE_MODIFICATION,0.0015002671684057037,0.01863518669620418,0.45505986738722953,0.40510721026555263,1.3070139146045663,230,
GOBP_PEPTIDYL_TYROSINE_MODIFICATION,0.002238401128137157,0.02333010508587917,0.4317076958033464,0.39830877915382634,1.2877237426929926,242,
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT,0.0019073295030491136,0.021345723910361533,0.45505986738722953,0.5490369573782072,1.5979672432743053,44,
GOBP_PHAGOCYTOSIS,2.3468410321229955e-4,0.006482983860176443,0.5188480777437918,0.4419120796885762,1.4070815890646684,170,
GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE,0.002629391074773534,0.02463056667004711,0.4317076958033464,0.6071548013926724,1.6655380342726993,24,
GOBP_PLATELET_ACTIVATION,1.8011769634369704e-5,0.0018018226276310416,0.5756102610711286,0.5256924449267373,1.605864255945215,84,
GOBP_PLATELET_AGGREGATION,3.900768671046711e-5,0.002696250274059442,0.557332238758646,0.5799836704534143,1.7062385636446904,51,
GOBP_POLYOL_BIOSYNTHETIC_PROCESS,0.0011159305827404943,0.015833140611184168,0.45505986738722953,0.5501563810636492,1.5915093595554466,42,
GOBP_POLYOL_METABOLIC_PROCESS,0.0021274086235754767,0.022448711709184294,0.4317076958033464,0.4825984638824905,1.4631567990729515,75,
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,1.5984279083923806e-4,0.005065671997531366,0.5188480777437918,0.5568365568308551,1.6426893152113502,52,
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION,5.590113569317752e-5,0.0030693807259522888,0.557332238758646,0.6294900363570392,1.7835287970138383,33,
GOBP_POSITIVE_REGULATION_OF_AMINE_TRANSPORT,0.005941094850641692,0.03989356958123955,0.40701791892395395,0.6590741261995231,1.687446227074074,15,
GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS,0.005242514989499094,0.037036184019565474,0.40701791892395395,0.4999552060202402,1.4800094184399084,55,
GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION,0.0020164162653316,0.022000253853842744,0.4317076958033464,0.5199930134447519,1.5374797185845213,54,
GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS,0.0030523491152239174,0.026814807900840162,0.4317076958033464,0.37139793543530686,1.2207109159806575,420,
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,6.170804916889904e-4,0.012084502305078218,0.47727081536286214,0.6655859462601446,1.7942639437993433,21,
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,6.441141449953558e-4,0.01223743400799922,0.47727081536286214,0.6870235619974652,1.802255974702855,18,
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS,6.365426351452923e-4,0.012195006077840036,0.47727081536286214,0.390572104820167,1.2789106535578882,361,
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION,1.3685513261777313e-5,0.001542612651774621,0.5933254763964051,0.43020616003551604,1.3920086713064692,261,
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,5.357967813335759e-4,0.011078578570135096,0.47727081536286214,0.41447023583863885,1.3354160321209942,220,
GOBP_POSITIVE_REGULATION_OF_CELL_DEATH,7.739237780110305e-4,0.013321703204240634,0.47727081536286214,0.38017839643026596,1.2479379593351265,404,
GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT,0.0014450433161045933,0.018352591329253466,0.45505986738722953,0.4158341646972315,1.3311843123710618,194,
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,0.0022753986584725166,0.023452513224560195,0.4317076958033464,0.39752308932206126,1.284319463152891,239,
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,2.012081170476e-6,5.697010156298653e-4,0.6272567397185284,0.4305963944840504,1.4050911182311112,323,
GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION,0.0015554910462411726,0.019011618841653234,0.45505986738722953,0.44009006332986256,1.3871193051423132,141,
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE,0.00561431853612597,0.038306145183104955,0.40701791892395395,0.40614973130098475,1.296780726532724,183,
GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION,0.005688679291098757,0.03873556521308411,0.40701791892395395,0.49320594850531946,1.4549765669470396,52,
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,0.002460386497016639,0.023974628193630523,0.4317076958033464,0.4095618431379542,1.3104749771814634,193,
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,0.0023863913265429106,0.023730947179785952,0.4317076958033464,0.4684995409758916,1.4354475769830561,87,
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION,0.0012793719454697403,0.01730154827631465,0.45505986738722953,0.455228853945869,1.4206800311984262,118,
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,7.281300228602496e-4,0.012927167055073855,0.47727081536286214,0.4616382598583717,1.4358232203746752,111,
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,0.0023863913265429106,0.023730947179785952,0.4317076958033464,0.395811358931605,1.2773664903099318,235,
GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS,0.0014818592146605529,0.018542378586398282,0.45505986738722953,0.46423445597561164,1.4376705866440505,103,
GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY,1.3943769530984186e-4,0.004728332247956737,0.5188480777437918,0.3921635723583045,1.2888547368138712,418,
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,1.4102327397526763e-5,0.001542612651774621,0.5933254763964051,0.4675136651814229,1.4888212149901094,172,
GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE,4.0784478718631026e-4,0.009501088993206461,0.49849310876659025,0.39129960633336336,1.2825107888974225,377,
GOBP_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION,6.581945687029081e-4,0.01223743400799922,0.47727081536286214,0.6843754669309958,1.817571332491282,19,
GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION,0.003095531714611047,0.02712389675515778,0.4317076958033464,0.526091340597317,1.521893267734061,42,
GOBP_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING,9.983355852761835e-5,0.004072776922772912,0.5384340963099162,0.4606141618018672,1.4569342483856333,150,
GOBP_POSITIVE_REGULATION_OF_KINASE_ACTIVITY,0.0018684267270057174,0.021119450104254624,0.45505986738722953,0.3863200794461012,1.2608969305327795,322,
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,0.001876604245997917,0.021141411954082846,0.45505986738722953,0.6748897611740284,1.7567900448795408,17,
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,4.716860130335314e-4,0.010253123526901954,0.49849310876659025,0.43190961387271404,1.378866602015502,185,
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,0.002793365235329221,0.025420305132746353,0.4317076958033464,0.4551696042333557,1.4094119122088535,102,
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,0.0014082274302396037,0.018314461743902066,0.45505986738722953,0.4585171482794371,1.4286677663405005,114,
GOBP_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,9.480305305988396e-4,0.014612597860275751,0.47727081536286214,0.4629731152351462,1.4315980010186613,98,
GOBP_POSITIVE_REGULATION_OF_LOCOMOTION,0.0016107149469848329,0.019368561649736056,0.45505986738722953,0.38084684266749785,1.2486499579061456,391,
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,6.640188314573449e-4,0.01223743400799922,0.47727081536286214,0.5051043590027202,1.5207282918986582,69,
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_MIGRATION,0.003354769551287027,0.02844005887103577,0.4317076958033464,0.6570687555429162,1.7104005942113047,17,
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE,4.069144330202869e-5,0.002696250274059442,0.557332238758646,0.4234292665059893,1.3762040744913457,285,
GOBP_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY,0.0020164162653316,0.022000253853842744,0.4317076958033464,0.4860367271337657,1.473581030871441,75,
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,0.005752234242233465,0.03900692383865381,0.40701791892395395,0.6377426730535202,1.6600933125230635,17,
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,9.480305305988396e-4,0.014612597860275751,0.47727081536286214,0.43142930203661933,1.370877777943498,164,
GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS,0.0027193699016750104,0.02505810689288033,0.4317076958033464,0.425434970076768,1.3416081056705105,142,
GOBP_POSITIVE_REGULATION_OF_NEURON_DEATH,7.464475207390107e-4,0.013115044263347074,0.47727081536286214,0.5183276710502004,1.5511650422536514,64,
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,0.005391236359984239,0.03761454304243312,0.40701791892395395,0.43809412680961407,1.3587738389729396,107,
GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY,0.0029783536902281515,0.026301034800947035,0.4317076958033464,0.4372951075990756,1.3643871000211314,117,
GOBP_POSITIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING,0.007547701600333406,0.04722187477256565,0.40701791892395395,0.4816916485227569,1.417075873623458,51,
GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION,0.007324618655883453,0.04651270011629361,0.40701791892395395,0.37155634338063676,1.2175250856755337,369,
GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY,0.0035703176289386867,0.02931464183954258,0.4317076958033464,0.42425765183921843,1.3358512218681204,138,
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,1.2583433361419748e-4,0.0046380894052798225,0.5188480777437918,0.48682745980636094,1.5079034156783044,105,
GOBP_POSITIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY,0.0065875903055333486,0.04300169154936396,0.40701791892395395,0.5630451820089146,1.572799489479262,29,
GOBP_POSITIVE_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING,0.005556610975298267,0.03829769881552118,0.40701791892395395,0.5824862469058689,1.6130408518769164,26,
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,0.007473340612683323,0.04710427140819544,0.40701791892395395,0.4381221301889917,1.3506564977707036,93,
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,0.0015370830842954058,0.01888495919871638,0.45505986738722953,0.43221406992506656,1.3629859799528854,142,
GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY,0.0029413559864883525,0.02617884028919161,0.4317076958033464,0.3912313270034078,1.2666075086217619,264,
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION,6.824821370197495e-5,0.003306138466619958,0.5384340963099162,0.40638922855815796,1.327462274061952,335,
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,0.0014818592146605529,0.018542378586398282,0.45505986738722953,0.5433661510954585,1.584061185476853,46,
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,1.8291016326264283e-5,0.0018018226276310416,0.5756102610711286,0.5499483449738207,1.6640195806929203,74,
GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION,1.4850662000473076e-4,0.004842172581115789,0.5188480777437918,0.38490936611378784,1.2677406919767829,461,
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,0.0023863913265429106,0.023730947179785952,0.4317076958033464,0.4280434354382683,1.350525913517143,144,
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE,9.732442212560652e-4,0.01473335336731838,0.47727081536286214,0.6367104009706833,1.7405097129348976,23,
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS,0.006878452947885397,0.044259646956886875,0.40701791892395395,0.38491309600102325,1.2493245961399726,281,
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,0.005019433068454847,0.0362146756066604,0.40701791892395395,0.49536105031640454,1.461334200394115,52,
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,0.0010952930936056213,0.01575361448854694,0.45505986738722953,0.3948163763597963,1.281236653846006,277,
GOBP_POSITIVE_REGULATION_OF_SECRETION,7.556062718198475e-4,0.013207530246088159,0.47727081536286214,0.428838666767484,1.3643833878231861,167,
GOBP_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS,0.005142735416093451,0.036891379921481185,0.40701791892395395,0.63977609642923,1.6653864702341212,17,
GOBP_POSITIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,4.5797046922649905e-4,0.010150182099000381,0.49849310876659025,0.4598592425716561,1.4427712718668597,131,
GOBP_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY,0.0024258122952001415,0.023774362696600233,0.4317076958033464,0.557129230309588,1.5785095371258833,33,
GOBP_POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY,0.00345932430766559,0.02875139393944611,0.4317076958033464,0.3752444259721737,1.2301160960345114,384,
