pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes
GOBP_CHROMOSOME_LOCALIZATION,0.07268089632687397,0.2684014427009621,1.3097878165639973,13,15,
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,0.07268089632687397,0.2684014427009621,1.3097878165639973,13,15,
GOBP_MITOTIC_CYTOKINESIS,0.07268089632687397,0.2684014427009621,1.3097878165639973,13,15,
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,0.07268089632687397,0.2684014427009621,1.3097878165639973,13,15,
GOBP_NEUTROPHIL_MIGRATION,0.07268089632687397,0.2684014427009621,1.3097878165639973,13,15,
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,0.07268089632687397,0.2684014427009621,1.3097878165639973,13,15,
GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING,0.07268089632687397,0.2684014427009621,1.3097878165639973,13,15,
GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY,0.07268089632687397,0.2684014427009621,1.3097878165639973,13,15,
GOBP_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS,0.07268089632687397,0.2684014427009621,1.3097878165639973,13,15,
GOBP_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,0.07268089632687397,0.2684014427009621,1.3097878165639973,13,15,
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH,0.07268089632687397,0.2684014427009621,1.3097878165639973,13,15,
GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,0.07268089632687397,0.2684014427009621,1.3097878165639973,13,15,
GOBP_REGULATION_OF_PHOSPHATASE_ACTIVITY,0.07268089632687397,0.2684014427009621,1.3097878165639973,13,15,
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS,0.073429922033627415,0.2710010382235531,1.209034907597536,24,30,
GOBP_NUCLEUS_ORGANIZATION,0.07996428695266358,0.28374496226599544,1.2206602432475124,21,26,
GOBP_ACTIN_FILAMENT_BASED_TRANSPORT,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_ASTROCYTE_DEVELOPMENT,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_BLOOD_VESSEL_REMODELING,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_CARDIAC_MUSCLE_CELL_PROLIFERATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_CELL_JUNCTION_MAINTENANCE,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_CELLULAR_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_CELLULAR_DEFENSE_RESPONSE,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_CELLULAR_TRANSITION_METAL_ION_HOMEOSTASIS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_CHLORIDE_TRANSPORT,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_CHOLESTEROL_STORAGE,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_COCHLEA_DEVELOPMENT,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_COMPLEMENT_ACTIVATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_DENDRITIC_CELL_DIFFERENTIATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_DENDRITIC_CELL_MIGRATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_DENDRITIC_SPINE_MAINTENANCE,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_DOPAMINE_METABOLIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_ECTODERM_DEVELOPMENT,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_EMBRYONIC_PATTERN_SPECIFICATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_GASTRULATION_WITH_MOUTH_FORMING_SECOND,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_GLIAL_CELL_MIGRATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_GLUCAN_BIOSYNTHETIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_HISTONE_H4_ACETYLATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_INNERVATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_INTESTINAL_LIPID_ABSORPTION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_KIDNEY_MORPHOGENESIS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_LIPID_DIGESTION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_LYMPH_VESSEL_DEVELOPMENT,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_METANEPHROS_DEVELOPMENT,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_MITOCHONDRION_LOCALIZATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NECROPTOTIC_SIGNALING_PATHWAY,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NEGATIVE_REGULATION_OF_ATP_METABOLIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NEGATIVE_REGULATION_OF_COAGULATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NEGATIVE_REGULATION_OF_LIPASE_ACTIVITY,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NEGATIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NEGATIVE_REGULATION_OF_NECROTIC_CELL_DEATH,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NEGATIVE_REGULATION_OF_ORGAN_GROWTH,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NEGATIVE_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NEGATIVE_REGULATION_OF_STEROL_TRANSPORT,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NEURAL_CREST_CELL_MIGRATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NLS_BEARING_PROTEIN_IMPORT_INTO_NUCLEUS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_NUCLEAR_MIGRATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_OOCYTE_MATURATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_P38MAPK_CASCADE,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_PHOSPHATIDYLINOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_PHOTORECEPTOR_CELL_DIFFERENTIATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_PIGMENT_GRANULE_ORGANIZATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POLYOL_METABOLIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POSITIVE_REGULATION_OF_AMYLOID_BETA_FORMATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POSITIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_STORAGE,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POSITIVE_REGULATION_OF_DNA_REPLICATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POSITIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POSITIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POSITIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POSITIVE_REGULATION_OF_T_CELL_MIGRATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_PROTEIN_LOCALIZATION_TO_EARLY_ENDOSOME,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_RAC_PROTEIN_SIGNAL_TRANSDUCTION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_CELLULAR_EXTRAVASATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_CHOLESTEROL_EFFLUX,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_CHROMOSOME_SEPARATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_FIBROBLAST_MIGRATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_GLUCAN_BIOSYNTHETIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_HISTAMINE_SECRETION_BY_MAST_CELL,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_NEUTROPHIL_ACTIVATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_RENAL_SYSTEM_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_REGULATION_OF_VASCULAR_PERMEABILITY,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_RENAL_TUBULE_DEVELOPMENT,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_RESPONSE_TO_LECTIN,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_RESPONSE_TO_PAIN,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_RESPONSE_TO_X_RAY,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_SEMI_LUNAR_VALVE_DEVELOPMENT,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_SKELETAL_MUSCLE_TISSUE_REGENERATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_SKIN_MORPHOGENESIS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_SODIUM_ION_HOMEOSTASIS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_SOMITE_DEVELOPMENT,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_STEROL_IMPORT,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_STRIATED_MUSCLE_CELL_DEVELOPMENT,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_SUBSTRATE_DEPENDENT_CELL_MIGRATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_SYNAPTIC_VESICLE_UNCOATING,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_T_CELL_MEDIATED_CYTOTOXICITY,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_T_HELPER_1_TYPE_IMMUNE_RESPONSE,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_TOOTH_MINERALIZATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_TRAIL_ACTIVATED_APOPTOTIC_SIGNALING_PATHWAY,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_TRANSCYTOSIS,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_TROPHOBLAST_CELL_MIGRATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_VASCULAR_TRANSPORT,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_VIRAL_RNA_GENOME_REPLICATION,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_VISUAL_BEHAVIOR,0.0834904920573097,0.28374496226599544,1.5112936344969201,6,6,
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,0.08658067734035299,0.2934177182470136,1.2365129736792981,18,22,
GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,0.08658067734035299,0.2934177182470136,1.2365129736792981,18,22,
GOBP_GLYCOSYLATION,0.08658067734035299,0.2934177182470136,1.2365129736792981,18,22,
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION,0.08658067734035299,0.2934177182470136,1.2365129736792981,18,22,
GOBP_POSITIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE,0.08658067734035299,0.2934177182470136,1.2365129736792981,18,22,
GOBP_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,0.09137990114570439,0.3095075863030844,1.1986121928768674,23,29,
GOBP_HINDBRAIN_DEVELOPMENT,0.09278730098664818,0.3133917154672634,1.2594113620807665,15,18,
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,0.09278730098664818,0.3133917154672634,1.2594113620807665,15,18,
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,0.09278730098664818,0.3133917154672634,1.2594113620807665,15,18,
GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION,0.09278730098664818,0.3133917154672634,1.2594113620807665,15,18,
GOBP_RESPONSE_TO_NUTRIENT,0.09278730098664818,0.3133917154672634,1.2594113620807665,15,18,
GOBP_MRNA_EXPORT_FROM_NUCLEUS,0.09744001349360687,0.3219448177713336,1.2953945438545027,12,14,
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,0.09744001349360687,0.3219448177713336,1.2953945438545027,12,14,
GOBP_NEUTROPHIL_CHEMOTAXIS,0.09744001349360687,0.3219448177713336,1.2953945438545027,12,14,
GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION,0.09744001349360687,0.3219448177713336,1.2953945438545027,12,14,
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,0.09744001349360687,0.3219448177713336,1.2953945438545027,12,14,
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.09744001349360687,0.3219448177713336,1.2953945438545027,12,14,
GOBP_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY,0.09744001349360687,0.3219448177713336,1.2953945438545027,12,14,
GOBP_REGULATION_OF_DNA_REPAIR,0.09744001349360687,0.3219448177713336,1.2953945438545027,12,14,
GOBP_ADHERENS_JUNCTION_ORGANIZATION,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_ADP_METABOLIC_PROCESS,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_HIPPOCAMPUS_DEVELOPMENT,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_INTERLEUKIN_10_PRODUCTION,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_INTERLEUKIN_2_PRODUCTION,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_MODULATION_BY_HOST_OF_SYMBIONT_PROCESS,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_NUCLEOTIDE_PHOSPHORYLATION,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_OVULATION_CYCLE_PROCESS,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_PROTEIN_LOCALIZATION_TO_ENDOSOME,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_PROTEIN_MONOUBIQUITINATION,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_PYRUVATE_METABOLIC_PROCESS,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_REGULATION_OF_CYTOKINESIS,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_REGULATION_OF_DNA_RECOMBINATION,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_REGULATION_OF_GENE_SILENCING_BY_RNA,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_REGULATION_OF_NOTCH_SIGNALING_PATHWAY,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_REGULATION_OF_PROTEIN_MATURATION,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_RESPONSE_TO_CADMIUM_ION,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_RESPONSE_TO_CALCIUM_ION,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_RESPONSE_TO_ESTROGEN,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_ZYMOGEN_ACTIVATION,0.09756877211899033,0.3219448177713336,1.360164271047228,9,10,
GOBP_NUCLEAR_EXPORT,0.10014400359799186,0.33026097072469945,1.1625335649976307,30,39,
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,0.10183525220717654,0.33565435102497004,1.1806981519507187,25,32,
