pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes
GOBP_REGULATION_OF_RNA_POLYMERASE_II_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CONTRACTION,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_RESPONSE_TO_L_ASCORBIC_ACID,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_RESPONSE_TO_SELENIUM_ION,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_RESPONSE_TO_VITAMIN_D,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_RNA_CAPPING,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_SNRNA_TRANSPORT,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_STEM_CELL_DIVISION,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_STEROID_HORMONE_BIOSYNTHETIC_PROCESS,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_STRIATUM_DEVELOPMENT,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_SUBPALLIUM_DEVELOPMENT,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_SUGAR_MEDIATED_SIGNALING_PATHWAY,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_T_CELL_PROLIFERATION_INVOLVED_IN_IMMUNE_RESPONSE,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_I_PROMOTER,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_TRICARBOXYLIC_ACID_CYCLE,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_VENTRICULAR_TRABECULA_MYOCARDIUM_MORPHOGENESIS,0.4687804805958681,1,1.844611528822055,1,2,
GOBP_BLASTOCYST_DEVELOPMENT,0.4863713266633213,1,1.1351455561981878,4,13,
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,0.4863713266633213,1,1.1351455561981878,4,13,
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS,0.4866853916722753,1,1.05406373075546,10,35,
GOBP_B_CELL_APOPTOTIC_PROCESS,0.5155413195843828,1,1.2297410192147034,2,6,
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT,0.5155413195843828,1,1.2297410192147034,2,6,
GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY,0.5155413195843828,1,1.2297410192147034,2,6,
GOBP_ER_OVERLOAD_RESPONSE,0.5155413195843828,1,1.2297410192147034,2,6,
GOBP_GLUTATHIONE_METABOLIC_PROCESS,0.5155413195843828,1,1.2297410192147034,2,6,
GOBP_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION,0.5155413195843828,1,1.2297410192147034,2,6,
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS,0.5155413195843828,1,1.2297410192147034,2,6,
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,0.5155413195843828,1,1.2297410192147034,2,6,
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING,0.5155413195843828,1,1.2297410192147034,2,6,
GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,0.5155413195843828,1,1.2297410192147034,2,6,
GOBP_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION,0.5155413195843828,1,1.2297410192147034,2,6,
GOBP_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,0.5155413195843828,1,1.2297410192147034,2,6,
GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM,0.5155413195843828,1,1.2297410192147034,2,6,
GOBP_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS,0.5155413195843828,1,1.2297410192147034,2,6,
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.5155413195843828,1,1.2297410192147034,2,6,
GOBP_RESPONSE_TO_INTERLEUKIN_4,0.5155413195843828,1,1.2297410192147034,2,6,
GOBP_RESPONSE_TO_MANGANESE_ION,0.5155413195843828,1,1.2297410192147034,2,6,
GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS,0.5155413195843828,1,1.2297410192147034,2,6,
GOBP_ANIMAL_ORGAN_REGENERATION,0.5370137417164109,1,1.106766917293233,3,10,
GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,0.5370137417164109,1,1.106766917293233,3,10,
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR,0.5370137417164109,1,1.106766917293233,3,10,
GOBP_MYELOID_CELL_DEVELOPMENT,0.5370137417164109,1,1.106766917293233,3,10,
GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,0.5370137417164109,1,1.106766917293233,3,10,
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,0.5370137417164109,1,1.106766917293233,3,10,
GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION,0.5370137417164109,1,1.106766917293233,3,10,
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME,0.5370137417164109,1,1.106766917293233,3,10,
GOBP_REGULATION_OF_ATP_DEPENDENT_ACTIVITY,0.5370137417164109,1,1.106766917293233,3,10,
GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS,0.5370137417164109,1,1.106766917293233,3,10,
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,0.552085454820832,1,1.05406373075546,4,14,
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,0.5641698299592326,1,1.0247841826789195,5,18,
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,0.6047015498218636,1,0.9745117510758027,28,106,
GOBP_CILIUM_MOVEMENT,0.6064913662426173,1,1.05406373075546,2,7,
GOBP_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION,0.6064913662426173,1,1.05406373075546,2,7,
GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_RESULTING_IN_TRANSCRIPTION,0.6064913662426173,1,1.05406373075546,2,7,
GOBP_INTERFERON_BETA_PRODUCTION,0.6064913662426173,1,1.05406373075546,2,7,
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS,0.6064913662426173,1,1.05406373075546,2,7,
GOBP_LACTATION,0.6064913662426173,1,1.05406373075546,2,7,
GOBP_LIVER_MORPHOGENESIS,0.6064913662426173,1,1.05406373075546,2,7,
GOBP_MONOCYTE_DIFFERENTIATION,0.6064913662426173,1,1.05406373075546,2,7,
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,0.6064913662426173,1,1.05406373075546,2,7,
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,0.6064913662426173,1,1.05406373075546,2,7,
GOBP_NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION,0.6064913662426173,1,1.05406373075546,2,7,
GOBP_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION,0.6064913662426173,1,1.05406373075546,2,7,
GOBP_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,0.6064913662426173,1,1.05406373075546,2,7,
GOBP_REGULATION_OF_CELL_AGING,0.6064913662426173,1,1.05406373075546,2,7,
GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.6064913662426173,1,1.05406373075546,2,7,
GOBP_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.6064913662426173,1,1.05406373075546,2,7,
GOBP_RESPONSE_TO_DSRNA,0.6064913662426173,1,1.05406373075546,2,7,
GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_ANDROGEN_METABOLIC_PROCESS,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_AXIAL_MESODERM_DEVELOPMENT,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_BROWN_FAT_CELL_DIFFERENTIATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_CARDIAC_VENTRICLE_MORPHOGENESIS,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_CELLULAR_RESPONSE_TO_DSRNA,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_CELLULAR_RESPONSE_TO_INDOLE_3_METHANOL,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_DENDRITIC_TRANSPORT,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_DEVELOPMENTAL_PIGMENTATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_DNA_REPLICATION_INITIATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_EATING_BEHAVIOR,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_EMBRYONIC_BRAIN_DEVELOPMENT,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_ENDOPLASMIC_RETICULUM_MEMBRANE_ORGANIZATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_EXIT_FROM_MITOSIS,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_GERMINAL_CENTER_FORMATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_HEART_TRABECULA_MORPHOGENESIS,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_HINDLIMB_MORPHOGENESIS,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_INFLAMMASOME_COMPLEX_ASSEMBLY,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_INNER_CELL_MASS_CELL_PROLIFERATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_L_AMINO_ACID_TRANSPORT,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_L_GLUTAMATE_TRANSMEMBRANE_TRANSPORT,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_LIVER_REGENERATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_MAMMALIAN_OOGENESIS_STAGE,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_MEMBRANE_HYPERPOLARIZATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_NCRNA_EXPORT_FROM_NUCLEUS,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_NEGATIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_NEGATIVE_REGULATION_OF_DNA_REPLICATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_NEGATIVE_REGULATION_OF_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_NEGATIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CONTRACTION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_NEGATIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_NEGATIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_NERVOUS_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_NUCLEOLAR_LARGE_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_I,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_NUCLEOSOME_POSITIONING,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_OPTIC_NERVE_DEVELOPMENT,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_PEPTIDYL_METHIONINE_MODIFICATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_PIGMENT_CELL_DIFFERENTIATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_POSITIVE_REGULATION_OF_AMINO_ACID_TRANSPORT,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_POSITIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_POSITIVE_REGULATION_OF_HISTONE_DEACETYLATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_POSITIVE_REGULATION_OF_MIRNA_MEDIATED_GENE_SILENCING_BY_INHIBITION_OF_TRANSLATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_POSITIVE_REGULATION_OF_PROSTAGLANDIN_BIOSYNTHETIC_PROCESS,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SUMOYLATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_OF_NUCLEOLAR_LARGE_RRNA_BY_RNA_POLYMERASE_I,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_POSITIVE_REGULATION_OF_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_POSITIVE_REGULATION_OF_VIRAL_LIFE_CYCLE,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_PROTEIN_HOMOTETRAMERIZATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_PROTEIN_LOCALIZATION_TO_CHROMATIN,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_REGULATION_OF_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_REGULATION_OF_GERMINAL_CENTER_FORMATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_REGULATION_OF_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_REGULATION_OF_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_REGULATION_OF_METAPHASE_PLATE_CONGRESSION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_REGULATION_OF_MONOCYTE_DIFFERENTIATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_REGULATION_OF_PROTEIN_COMPLEX_STABILITY,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_REGULATION_OF_SISTER_CHROMATID_COHESION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_REGULATION_OF_TRANSCRIPTION_OF_NUCLEOLAR_LARGE_RRNA_BY_RNA_POLYMERASE_I,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_REGULATION_OF_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_REGULATION_OF_VASCULAR_WOUND_HEALING,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_RESPIRATORY_BURST_INVOLVED_IN_DEFENSE_RESPONSE,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_RESPONSE_TO_ACTINOMYCIN_D,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_RESPONSE_TO_ALDOSTERONE,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_RESPONSE_TO_IMMOBILIZATION_STRESS,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_RESPONSE_TO_INDOLE_3_METHANOL,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_RESPONSE_TO_THYROID_HORMONE,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_RESPONSE_TO_ZINC_ION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_RNA_SECONDARY_STRUCTURE_UNWINDING,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_RRNA_TRANSPORT,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_SISTER_CHROMATID_COHESION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_SPLEEN_DEVELOPMENT,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_T_HELPER_17_CELL_DIFFERENTIATION,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_XENOBIOTIC_METABOLIC_PROCESS,0.612968635862704,1,1.2297410192147034,1,3,
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.6335071676583641,1,0.9520575632629962,8,31,
GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION,0.6384943769515473,1,0.948657357679914,9,35,
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,0.6406302746977585,1,0.963603037444357,35,134,
GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.6527114388216039,1,0.9419292913133898,12,47,
GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,0.657206932182877,1,0.9403901911641849,13,51,
GOBP_CARBOHYDRATE_HOMEOSTASIS,0.6678050508893334,1,0.9223057644110275,5,20,
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,0.6678050508893334,1,0.9223057644110275,5,20,
GOBP_PROTEIN_COMPLEX_OLIGOMERIZATION,0.6678050508893334,1,0.9223057644110275,5,20,
GOBP_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC,0.6686207584154256,1,0.9223057644110275,4,16,
GOBP_VIRAL_GENOME_REPLICATION,0.6686207584154256,1,0.9223057644110275,4,16,
GOBP_CELLULAR_RESPONSE_TO_STARVATION,0.6703842581678705,1,0.9223057644110274,7,28,
GOBP_LYMPHOCYTE_HOMEOSTASIS,0.6726124163715732,1,0.9223057644110275,3,12,
GOBP_MITOTIC_DNA_INTEGRITY_CHECKPOINT_SIGNALING,0.6726124163715732,1,0.9223057644110275,3,12,
GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.6726124163715732,1,0.9223057644110275,3,12,
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE,0.6726124163715732,1,0.9223057644110275,3,12,
GOBP_TYPE_I_INTERFERON_PRODUCTION,0.6726124163715732,1,0.9223057644110275,3,12,
GOBP_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY,0.6838454673594504,1,0.9223057644110275,2,8,
GOBP_MITOTIC_G1_S_TRANSITION_CHECKPOINT_SIGNALING,0.6838454673594504,1,0.9223057644110275,2,8,
GOBP_MRNA_TRANSCRIPTION,0.6838454673594504,1,0.9223057644110275,2,8,
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS,0.6838454673594504,1,0.9223057644110275,2,8,
GOBP_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION,0.6838454673594504,1,0.9223057644110275,2,8,
GOBP_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION,0.6838454673594504,1,0.9223057644110275,2,8,
GOBP_PROTEIN_HOMOOLIGOMERIZATION,0.6838454673594504,1,0.9223057644110275,2,8,
GOBP_REGULATION_OF_B_CELL_PROLIFERATION,0.6838454673594504,1,0.9223057644110275,2,8,
GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION,0.6838454673594504,1,0.9223057644110275,2,8,
GOBP_RESPONSE_TO_ANTIBIOTIC,0.6838454673594504,1,0.9223057644110275,2,8,
GOBP_RESPONSE_TO_TYPE_I_INTERFERON,0.6838454673594504,1,0.9223057644110275,2,8,
GOBP_T_CELL_HOMEOSTASIS,0.6838454673594504,1,0.9223057644110275,2,8,
GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS,0.6875490092122236,1,0.9223057644110276,13,52,
GOBP_DEFENSE_RESPONSE_TO_SYMBIONT,0.7104081420150692,1,0.8854135338345864,6,25,
GOBP_NEGATIVE_REGULATION_OF_BINDING,0.7104081420150692,1,0.8854135338345864,6,25,
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,0.7131163142520561,1,0.8783864422962168,5,21,
GOBP_ADIPOSE_TISSUE_DEVELOPMENT,0.7180915182934602,1,0.9223057644110275,1,4,
GOBP_AMINO_ACID_IMPORT,0.7180915182934602,1,0.9223057644110275,1,4,
GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE,0.7180915182934602,1,0.9223057644110275,1,4,
GOBP_BASE_EXCISION_REPAIR,0.7180915182934602,1,0.9223057644110275,1,4,
GOBP_BLASTOCYST_GROWTH,0.7180915182934602,1,0.9223057644110275,1,4,
GOBP_CELLULAR_RESPONSE_TO_ANTIBIOTIC,0.7180915182934602,1,0.9223057644110275,1,4,
GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION,0.7180915182934602,1,0.9223057644110275,1,4,
GOBP_CELLULAR_RESPONSE_TO_DEXAMETHASONE_STIMULUS,0.7180915182934602,1,0.9223057644110275,1,4,
GOBP_CELLULAR_RESPONSE_TO_MANGANESE_ION,0.7180915182934602,1,0.9223057644110275,1,4,
